customer_id,created_at,churned,company_size,contract_type,plan_tier,acquisition_channel,industry,country,tenure_days,company_size_enc,contract_type_enc,plan_tier_enc,acquisition_channel_enc,industry_enc,country_enc,months_active,avg_sessions_all,avg_sessions_3m,avg_adoption_all,avg_adoption_3m,sessions_trend,adoption_trend,sessions_mom_change,avg_api_calls,avg_active_users,total_tickets,tickets_last_3m,avg_csat,min_csat,avg_resolution_hours,pct_billing_tickets,pct_bug_tickets,high_priority_tickets,total_payments,failed_payment_count,late_payment_count,pct_on_time,avg_days_late,payment_ratio,recent_failed_payments,avg_monthly_revenue,target
CUST-3FD2AD0B,2023-04-28,False,Mid-Market,Annual,Pro,Organic,SaaS,Germany,613,1,1,1,0,7,3,21,80.19,79.33,0.75,0.7743,-0.0623,-0.0002,-13.0,506.57,4.71,3.0,2.0,3.3333333333333335,1.0,9.459713331388889,0.0,0.0,1.0,21,1,1,0.905,2.14,0.9524,0,299.0,0
CUST-B6CB54F2,2024-11-17,True,Mid-Market,Monthly,Enterprise,Partner,Healthcare,Australia,44,1,0,2,2,3,0,2,15.5,15.5,0.23,0.23,0.0,0.0,11.0,234.0,2.5,1.0,1.0,5.0,5.0,10.40514965,0.0,0.0,1.0,2,0,0,1.0,0.0,1.0,0,999.0,1
CUST-07C16640,2024-01-02,True,Mid-Market,Annual,Enterprise,Referral,Education,Australia,364,1,1,2,3,1,0,11,44.91,57.67,0.4178,0.2503,1.9091,-0.038,-32.0,196.73,3.36,2.0,1.0,3.0,2.0,15.765899596527778,1.0,0.0,0.0,11,3,3,0.455,17.09,0.7273,1,999.0,1
CUST-EFA5BAF7,2023-11-21,True,Enterprise,Monthly,Enterprise,Paid,Logistics,UK,406,2,0,2,1,4,5,13,35.38,30.67,0.3776,0.4427,-0.2637,0.0021,17.0,200.54,3.38,10.0,4.0,2.3,1.0,49.31551500341667,0.0,0.5,5.0,13,2,0,0.846,3.38,0.8462,1,999.0,1
CUST-2BEE26AE,2023-11-14,False,SMB,Monthly,Basic,Paid,E-commerce,Australia,413,0,0,0,1,0,0,14,78.57,75.67,0.7479,0.8023,-0.0791,0.0066,-17.0,502.07,4.29,2.0,1.0,5.0,5.0,18.461788246666668,0.0,0.0,1.0,14,0,1,0.929,1.14,1.0,0,99.0,0
CUST-DAE1351A,2024-03-24,True,Mid-Market,Annual,Pro,Organic,Education,India,282,1,1,1,0,1,4,6,45.67,36.67,0.454,0.3167,-5.3143,-0.0801,13.0,129.33,2.5,1.0,1.0,2.0,2.0,24.686551611666665,0.0,0.0,0.0,6,0,0,1.0,0.0,1.0,0,299.0,1
CUST-EE5F696B,2023-10-16,False,Mid-Market,Monthly,Pro,Organic,Healthcare,Australia,442,1,0,1,0,3,0,15,80.67,79.0,0.7455,0.7937,-0.6036,-0.0002,-1.0,492.8,5.07,3.0,1.0,4.666666666666667,4.0,14.47869532861111,0.333,0.0,2.0,15,1,0,0.933,3.67,0.9333,0,299.0,0
CUST-A1FAAA41,2024-01-15,False,Mid-Market,Annual,Enterprise,Referral,SaaS,India,351,1,1,2,3,7,4,12,80.58,77.67,0.7147,0.6557,-0.5629,-0.0029,-7.0,469.25,3.5,2.0,2.0,5.0,5.0,7.2173356725,0.0,0.0,1.0,12,0,0,1.0,0.0,1.0,0,999.0,0
CUST-C06845F5,2024-10-16,True,Enterprise,Annual,Enterprise,Paid,Education,France,76,2,1,2,1,1,2,3,18.0,18.0,0.3253,0.3253,12.5,-0.013,2.0,169.33,2.67,2.0,2.0,4.5,4.0,24.35358981361111,0.0,0.0,0.0,3,0,0,1.0,0.0,1.0,0,999.0,1
CUST-60DE8B3C,2023-06-30,False,SMB,Annual,Basic,Partner,Retail,India,550,0,1,0,2,6,4,19,35.42,40.0,0.4002,0.432,-0.1702,0.001,15.0,160.37,2.58,16.0,5.0,2.25,1.0,41.88874311131944,0.188,0.5,4.0,19,0,3,0.842,3.26,1.0,0,99.0,0
CUST-C0823F86,2024-08-08,True,SMB,Monthly,Basic,Paid,Education,Australia,145,0,0,0,1,1,0,4,58.75,52.0,0.4202,0.5077,-17.7,0.2313,3.0,140.0,2.25,1.0,1.0,3.0,3.0,21.62367575388889,1.0,0.0,1.0,4,1,2,0.25,15.5,0.75,1,99.0,1
CUST-CAB0E5AB,2024-03-14,True,SMB,Annual,Basic,Partner,E-commerce,US,292,0,1,0,2,0,6,10,40.4,44.67,0.5615,0.6097,-0.8848,0.0044,28.0,163.5,1.9,3.0,3.0,3.6666666666666665,3.0,14.19340199351852,0.667,0.333,1.0,10,1,2,0.7,4.9,0.9,1,99.0,1
CUST-8CED5C55,2024-06-13,False,Mid-Market,Monthly,Enterprise,Partner,Education,India,201,1,0,2,2,1,4,7,44.71,53.33,0.4639,0.3957,2.6786,-0.0468,-32.0,156.43,1.86,3.0,2.0,3.6666666666666665,3.0,27.1459063512963,1.0,0.0,0.0,7,1,4,0.286,17.86,0.8571,1,999.0,0
CUST-F6C9FDC7,2024-04-19,True,SMB,Annual,Pro,Organic,Retail,Germany,256,0,1,1,0,6,3,9,44.89,32.33,0.4243,0.285,-4.35,-0.0446,1.0,138.56,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,1.0,0.0,1.0,0,299.0,1
CUST-BEB132FE,2024-04-29,True,SMB,Annual,Basic,Organic,SaaS,UK,246,0,1,0,0,7,5,7,48.71,39.0,0.5236,0.47,-4.6071,-0.0333,-4.0,184.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0.714,6.14,0.8571,1,99.0,1
CUST-D7154EA4,2024-06-29,True,Mid-Market,Annual,Pro,Paid,E-commerce,Canada,185,1,1,1,1,0,1,4,33.5,36.0,0.587,0.5843,-1.8,0.0176,-18.0,169.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.5,21.5,0.5,1,299.0,1
CUST-B929122E,2024-03-02,True,SMB,Monthly,Basic,Paid,Education,India,304,0,0,0,1,1,4,7,51.0,33.33,0.4501,0.366,-7.25,-0.042,10.0,256.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0.714,12.29,0.8571,0,99.0,1
CUST-636D0605,2024-05-20,False,SMB,Monthly,Basic,Referral,Manufacturing,Canada,225,0,0,0,3,5,1,8,51.5,42.0,0.4478,0.297,-4.4048,-0.0448,10.0,185.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,3,0.625,7.38,1.0,0,99.0,0
CUST-CE0C9EBE,2023-12-19,True,SMB,Monthly,Pro,Paid,E-commerce,UK,378,0,0,1,1,0,5,7,34.57,32.0,0.3847,0.401,-0.8214,0.0012,9.0,217.57,2.14,5.0,5.0,3.2,2.0,50.94085934244443,0.0,0.2,1.0,7,1,0,0.857,7.86,0.8571,0,299.0,1
CUST-7733D6A4,2024-03-11,False,Mid-Market,Annual,Pro,Partner,Healthcare,US,295,1,1,1,2,3,6,10,35.1,19.0,0.4128,0.261,-4.0545,-0.0523,12.0,188.3,2.7,2.0,1.0,4.5,4.0,31.397573555833333,0.0,0.5,1.0,10,0,2,0.8,5.3,1.0,0,299.0,0
CUST-18A5CBE5,2024-11-06,True,SMB,Annual,Basic,Referral,Finance,Canada,55,0,1,0,3,2,1,2,30.0,30.0,0.398,0.398,0.0,0.0,-2.0,147.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,99.0,1
CUST-F89BD6E2,2023-10-22,True,Mid-Market,Annual,Enterprise,Paid,SaaS,Australia,436,1,1,2,1,7,0,13,83.08,82.33,0.7432,0.7743,-0.022,0.0118,-3.0,489.31,4.46,2.0,2.0,4.0,3.0,15.709544476805554,0.5,0.5,1.0,13,1,1,0.846,5.31,0.9231,0,999.0,1
CUST-C2BAEF94,2024-06-08,True,Enterprise,Multi-Year,Enterprise,Paid,SaaS,UK,206,2,2,2,1,7,5,4,58.0,56.67,0.4315,0.4027,-15.6,-0.0886,-10.0,140.5,3.5,1.0,1.0,2.0,2.0,5.419890103055556,0.0,1.0,0.0,4,0,1,0.75,5.25,1.0,0,999.0,1
CUST-CAF4F007,2024-02-29,False,SMB,Annual,Pro,Partner,Manufacturing,US,306,0,1,1,2,5,6,11,41.0,31.0,0.5501,0.3383,-2.1273,-0.0388,-37.0,190.64,2.91,4.0,2.0,3.75,3.0,25.197999728055557,1.0,0.0,1.0,11,1,4,0.545,12.64,0.9091,1,299.0,0
CUST-EAE66F8B,2024-01-21,True,Mid-Market,Annual,Pro,Referral,Manufacturing,US,345,1,1,1,3,5,6,11,37.36,28.0,0.378,0.187,-4.0364,-0.0487,-7.0,280.55,2.73,2.0,2.0,4.0,3.0,21.70070095986111,0.0,1.0,0.0,11,0,1,0.909,0.45,1.0,0,299.0,1
CUST-AB03BC3F,2024-06-02,False,SMB,Multi-Year,Basic,Referral,SaaS,Germany,212,0,2,0,3,7,3,7,47.86,38.33,0.4566,0.345,-5.2143,-0.0635,-10.0,207.71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,0.857,2.14,1.0,0,99.0,0
CUST-5E36AFD5,2023-04-24,False,Mid-Market,Annual,Pro,Referral,Manufacturing,US,617,1,1,1,3,5,6,21,79.33,77.67,0.7509,0.7043,-0.3351,-0.0,-17.0,511.57,4.52,1.0,1.0,5.0,5.0,10.190566520555555,0.0,0.0,1.0,21,0,1,0.952,0.62,1.0,0,299.0,0
CUST-BCD0C9A2,2024-02-29,False,Mid-Market,Annual,Enterprise,Partner,Logistics,France,306,1,1,2,2,4,2,11,44.82,23.0,0.5273,0.5547,-2.1182,-0.0064,8.0,224.82,3.64,2.0,2.0,2.5,2.0,26.147030510416663,1.0,0.0,1.0,11,5,1,0.455,22.36,0.5455,2,999.0,0
CUST-8DBFC096,2024-07-10,False,SMB,Monthly,Basic,Paid,Finance,France,174,0,0,0,1,2,2,6,34.67,33.67,0.4715,0.5107,-0.2286,0.0211,2.0,183.33,2.0,2.0,2.0,2.0,1.0,29.145543307500002,0.0,1.0,0.0,6,0,0,1.0,0.0,1.0,0,99.0,0
CUST-5D3D056F,2023-11-20,True,Mid-Market,Annual,Pro,Partner,E-commerce,Canada,407,1,1,1,2,0,1,9,32.78,28.0,0.39,0.393,-0.6333,0.0025,-12.0,170.78,2.33,7.0,3.0,2.0,1.0,42.07227775515873,0.143,0.0,1.0,9,0,2,0.778,4.67,1.0,0,299.0,1
CUST-C3162D92,2024-06-14,False,SMB,Annual,Basic,Referral,Finance,Canada,200,0,1,0,3,2,1,7,37.14,36.0,0.481,0.3807,0.1071,-0.0337,2.0,175.86,2.0,1.0,1.0,5.0,5.0,13.902163225,1.0,0.0,0.0,7,1,3,0.429,14.71,0.8571,0,99.0,0
CUST-7A957F8C,2023-01-29,False,Enterprise,Annual,Enterprise,Paid,Finance,India,702,2,1,2,1,2,4,24,79.75,79.0,0.7347,0.7247,-0.1243,0.0026,10.0,525.75,5.08,3.0,2.0,4.666666666666667,4.0,25.033552439537036,0.0,0.0,1.0,24,0,1,0.958,0.54,1.0,0,999.0,0
CUST-F74C9D65,2024-04-06,False,SMB,Monthly,Basic,Paid,Retail,Australia,269,0,0,0,1,6,0,9,36.0,31.0,0.3827,0.3757,-0.9333,-0.0126,5.0,202.44,2.67,4.0,1.0,2.0,1.0,55.55870736534722,0.0,0.5,1.0,9,1,0,0.889,2.78,0.8889,1,99.0,0
CUST-0B6C7194,2024-07-24,True,Enterprise,Annual,Enterprise,Partner,SaaS,US,160,2,1,2,2,7,6,4,38.0,39.33,0.377,0.3617,3.2,-0.0158,6.0,214.75,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0.5,14.75,0.75,1,999.0,1
CUST-603DA514,2024-07-31,True,SMB,Multi-Year,Pro,Paid,Education,Canada,153,0,2,1,1,1,1,6,60.0,52.67,0.4538,0.4037,-5.0857,-0.0128,-24.0,197.17,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0.833,3.5,1.0,0,299.0,1
CUST-C179D9FA,2024-01-11,True,SMB,Monthly,Basic,Partner,Healthcare,Germany,355,0,0,0,2,3,3,10,35.8,33.67,0.402,0.3767,0.0242,-0.006,10.0,209.4,2.6,9.0,3.0,1.4444444444444444,1.0,60.64052354567902,0.0,0.556,0.0,10,0,0,1.0,0.0,1.0,0,99.0,1
CUST-6E80A4FF,2024-10-28,False,SMB,Annual,Basic,Organic,Education,UK,64,0,1,0,0,1,5,3,27.33,27.33,0.27,0.27,-2.0,-0.1045,6.0,170.0,1.0,2.0,2.0,1.5,1.0,13.239662835138887,0.0,0.0,1.0,3,1,1,0.333,17.0,0.6667,1,99.0,0
CUST-9FED3927,2024-05-27,False,SMB,Monthly,Basic,Referral,Retail,Germany,218,0,0,0,3,6,3,8,50.62,38.67,0.3541,0.2037,-5.1071,-0.0551,1.0,209.12,2.75,2.0,1.0,2.5,1.0,29.299063234305557,0.0,0.0,0.0,8,1,0,0.875,5.62,0.875,1,99.0,0
CUST-448CC8D5,2023-01-17,False,SMB,Annual,Basic,Partner,Manufacturing,Germany,714,0,1,0,2,5,3,24,80.92,87.33,0.7738,0.8217,-0.0591,0.0006,-31.0,508.42,4.0,5.0,2.0,4.4,3.0,21.460920100333333,0.0,0.2,2.0,24,0,2,0.917,1.67,1.0,0,99.0,0
CUST-C2097152,2024-03-06,False,Mid-Market,Monthly,Pro,Partner,Finance,Canada,300,1,0,1,2,2,1,10,70.1,74.67,0.7216,0.7017,-0.4061,-0.0012,-6.0,484.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,1.0,0.0,1.0,0,299.0,0
CUST-8CBC697B,2024-01-23,True,SMB,Annual,Basic,Referral,Healthcare,Germany,343,0,1,0,3,3,3,12,37.08,36.33,0.4326,0.3277,0.0944,-0.0118,-1.0,184.92,3.08,10.0,2.0,2.0,1.0,57.8899965868611,0.1,0.1,3.0,12,1,2,0.75,9.08,0.9167,0,99.0,1
CUST-0115B976,2024-05-23,True,SMB,Monthly,Basic,Organic,Logistics,Canada,222,0,0,0,0,4,1,4,35.25,34.67,0.4088,0.3957,-3.3,0.0097,-16.0,129.0,2.0,2.0,2.0,2.5,2.0,58.07932471263889,0.0,0.0,2.0,4,0,1,0.75,4.0,1.0,0,99.0,1
CUST-7D190B16,2024-05-04,True,Mid-Market,Multi-Year,Pro,Organic,Education,US,241,1,2,1,0,1,6,7,47.0,39.33,0.486,0.395,-3.4286,-0.0434,-1.0,233.14,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1.0,0.0,1.0,0,299.0,1
CUST-AA65778E,2024-03-02,False,Mid-Market,Annual,Pro,Referral,Healthcare,Australia,304,1,1,1,3,3,0,10,50.9,39.33,0.4197,0.2997,-1.9939,-0.0382,-7.0,196.7,2.8,1.0,1.0,3.0,3.0,25.159928975833335,0.0,0.0,0.0,10,0,1,0.9,1.0,1.0,0,299.0,0
CUST-059A154F,2024-05-23,False,SMB,Annual,Pro,Partner,Manufacturing,Germany,222,0,1,1,2,5,3,8,49.5,41.67,0.5478,0.3377,-4.1667,-0.0703,6.0,195.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.875,4.62,0.875,1,299.0,0
CUST-60C1EA5B,2024-05-24,True,Mid-Market,Annual,Pro,Organic,Education,Australia,221,1,1,1,0,1,0,6,54.17,58.67,0.4675,0.3023,5.7429,-0.0668,-31.0,210.0,2.5,3.0,3.0,2.6666666666666665,1.0,26.29474449453704,0.667,0.0,0.0,6,1,0,0.833,4.0,0.8333,1,299.0,1
CUST-FFB205D8,2022-11-11,False,SMB,Annual,Pro,Referral,Education,Australia,781,0,1,1,3,1,0,26,80.58,80.0,0.7637,0.7533,-0.1911,0.0006,3.0,469.62,4.92,4.0,1.0,3.75,3.0,14.644135299722222,0.0,0.0,2.0,26,0,4,0.846,3.35,1.0,0,299.0,0
CUST-2A0CCCFD,2024-03-17,False,Enterprise,Multi-Year,Enterprise,Partner,Logistics,Australia,289,2,2,2,2,4,0,10,32.1,26.0,0.4055,0.4087,-0.9515,-0.0058,13.0,269.5,2.4,7.0,3.0,1.8571428571428572,1.0,57.56719761964286,0.429,0.286,2.0,10,0,2,0.8,4.9,1.0,0,999.0,0
CUST-39466E24,2022-12-12,False,SMB,Monthly,Basic,Paid,E-commerce,India,750,0,0,0,1,0,4,25,79.48,77.67,0.7308,0.743,-0.0531,-0.0,5.0,488.04,4.36,2.0,1.0,4.5,4.0,18.27572239111111,0.0,0.5,0.0,25,0,2,0.92,1.6,1.0,0,99.0,0
CUST-9A678E0F,2023-12-01,False,SMB,Annual,Basic,Organic,Education,US,396,0,1,0,0,1,6,13,76.77,80.0,0.7541,0.795,1.2363,0.0089,10.0,467.23,4.23,1.0,1.0,4.0,4.0,21.5072128525,0.0,0.0,0.0,13,1,0,0.923,2.31,0.9231,0,99.0,0
CUST-774A4ADD,2023-02-05,False,SMB,Annual,Basic,Referral,Finance,UK,695,0,1,0,3,2,5,23,82.7,82.67,0.7885,0.8107,-0.2688,-0.0043,-2.0,476.35,5.0,4.0,2.0,4.5,3.0,15.067538602222221,0.25,0.0,1.0,23,0,1,0.957,0.87,1.0,0,99.0,0
CUST-6DB8DA20,2023-10-29,True,SMB,Monthly,Pro,Partner,Logistics,France,429,0,0,1,2,4,2,10,42.5,26.33,0.415,0.195,-4.2242,-0.0526,-22.0,162.3,2.6,1.0,1.0,3.0,3.0,17.019990777500002,1.0,0.0,1.0,10,1,0,0.9,1.7,0.9,1,299.0,1
CUST-AE8E03D6,2024-12-01,False,SMB,Monthly,Pro,Partner,Healthcare,India,30,0,0,1,2,3,4,1,24.0,24.0,0.2,0.2,0.0,0.0,0.0,218.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,0,299.0,0
CUST-FC8EF6BC,2024-06-24,False,Mid-Market,Annual,Pro,Partner,Retail,Canada,190,1,1,1,2,6,1,7,59.43,49.0,0.479,0.3327,-4.1429,-0.0551,-37.0,154.86,2.71,2.0,1.0,4.5,4.0,10.871723874444445,1.0,0.0,1.0,7,1,2,0.571,8.0,0.8571,1,299.0,0
CUST-7BFFB93D,2024-01-15,False,SMB,Monthly,Basic,Organic,SaaS,Canada,351,0,0,0,0,7,1,12,37.92,13.33,0.3466,0.1143,-6.6049,-0.041,-5.0,204.92,3.17,3.0,2.0,3.6666666666666665,3.0,15.267469834351852,0.333,0.333,1.0,12,0,2,0.833,1.17,1.0,0,99.0,0
CUST-137CDC47,2024-03-25,False,SMB,Monthly,Basic,Partner,Logistics,India,281,0,0,0,2,4,4,10,39.8,16.67,0.413,0.3297,-4.7273,-0.0308,-4.0,184.8,2.5,3.0,1.0,2.6666666666666665,1.0,25.531840652962966,0.0,0.0,2.0,10,1,2,0.7,10.3,0.9,0,99.0,0
CUST-6EA53046,2023-03-06,False,Mid-Market,Annual,Enterprise,Paid,Retail,Australia,666,1,1,2,1,6,0,22,82.27,89.0,0.7879,0.8387,0.2146,0.0008,-13.0,487.73,3.86,8.0,1.0,3.375,1.0,15.288300136527777,0.25,0.125,5.0,22,1,1,0.909,2.36,0.9545,0,999.0,0
CUST-9A574F57,2024-04-30,True,SMB,Annual,Basic,Referral,Finance,Germany,245,0,1,0,3,2,3,8,45.25,30.67,0.4789,0.3617,-6.6905,-0.0478,-13.0,195.5,2.88,1.0,1.0,1.0,1.0,14.551658271944444,0.0,0.0,0.0,8,1,1,0.75,5.62,0.875,1,99.0,1
CUST-280784E2,2023-04-26,False,Mid-Market,Annual,Pro,Referral,Manufacturing,India,615,1,1,1,3,5,4,21,78.76,82.0,0.7279,0.6673,0.2597,-0.0002,12.0,512.43,4.9,1.0,1.0,5.0,5.0,15.048095885555556,0.0,0.0,0.0,21,1,1,0.905,1.57,0.9524,0,299.0,0
CUST-BE0DC1AC,2024-05-07,True,SMB,Monthly,Basic,Partner,Logistics,US,238,0,0,0,2,4,6,6,49.17,50.67,0.4648,0.4673,1.9714,0.007,-24.0,250.17,3.0,1.0,1.0,4.0,4.0,24.53481878111111,1.0,0.0,0.0,6,0,3,0.5,5.83,1.0,0,99.0,1
CUST-5D3937B2,2022-10-13,False,SMB,Monthly,Basic,Paid,SaaS,Australia,810,0,0,0,1,7,0,27,77.04,81.67,0.7406,0.8243,0.0562,0.0031,19.0,523.52,4.26,2.0,1.0,3.0,2.0,16.46620781833333,0.0,0.0,1.0,27,1,0,0.963,1.11,0.963,0,99.0,0
CUST-DCE5222B,2024-10-28,True,SMB,Monthly,Basic,Paid,Logistics,US,64,0,0,0,1,4,6,2,23.0,23.0,0.2485,0.2485,0.0,0.0,12.0,231.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,99.0,1
CUST-C3CD30EC,2024-02-05,True,SMB,Annual,Basic,Organic,Healthcare,France,330,0,1,0,0,3,2,9,40.56,28.0,0.4232,0.3127,-3.8833,-0.0499,-11.0,248.11,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,1,0.778,7.56,0.8889,0,99.0,1
CUST-0E2D6CED,2023-07-25,False,Mid-Market,Monthly,Enterprise,Organic,Education,Canada,525,1,0,2,0,1,1,18,79.89,79.0,0.75,0.7287,-0.2188,-0.0001,-12.0,510.0,5.5,5.0,2.0,4.4,4.0,14.948372809166665,0.0,0.2,2.0,18,0,1,0.944,1.28,1.0,0,999.0,0
CUST-C51365E2,2023-08-07,False,SMB,Annual,Basic,Paid,SaaS,India,512,0,1,0,1,7,4,17,79.82,78.67,0.7369,0.7627,-0.3922,-0.0024,0.0,484.18,3.94,3.0,1.0,3.3333333333333335,2.0,18.390133888611107,0.0,0.333,3.0,17,0,0,1.0,0.0,1.0,0,99.0,0
CUST-645FE50F,2024-04-14,False,Mid-Market,Multi-Year,Pro,Referral,Manufacturing,India,261,1,2,1,3,5,4,9,49.11,30.0,0.4176,0.1437,-6.9,-0.0718,3.0,231.11,3.11,2.0,2.0,4.5,4.0,16.386437473055555,0.0,0.0,0.0,9,1,2,0.667,9.22,0.8889,1,299.0,0
CUST-76A0BDDE,2023-03-01,False,Mid-Market,Annual,Pro,Paid,Manufacturing,Germany,671,1,1,1,1,5,3,22,80.45,93.67,0.7243,0.711,0.1728,-0.0014,-5.0,499.86,5.0,2.0,1.0,4.0,4.0,25.82363304277778,0.0,0.5,0.0,22,0,2,0.909,1.64,1.0,0,299.0,0
CUST-0E94CA9F,2024-04-13,True,SMB,Monthly,Basic,Organic,Manufacturing,France,262,0,0,0,0,5,2,6,52.5,44.67,0.5045,0.387,-3.8,-0.0708,-12.0,201.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.833,8.67,0.8333,0,99.0,1
CUST-DC821A8E,2024-02-09,True,Mid-Market,Annual,Pro,Paid,E-commerce,Canada,326,1,1,1,1,0,1,5,55.8,48.0,0.494,0.4927,-3.7,-0.0174,20.0,158.6,2.6,1.0,1.0,3.0,3.0,6.556174129722223,1.0,0.0,0.0,5,2,0,0.6,16.8,0.6,2,299.0,1
CUST-CD08A9E3,2022-05-03,False,Mid-Market,Multi-Year,Enterprise,Organic,SaaS,India,973,1,2,2,0,7,4,32,76.88,75.33,0.7439,0.716,-0.0341,0.0013,-12.0,526.69,4.38,4.0,1.0,4.5,4.0,17.727969990069443,0.0,0.5,1.0,32,0,0,1.0,0.0,1.0,0,999.0,0
CUST-70E13D1C,2023-12-19,True,SMB,Monthly,Pro,Partner,Retail,France,378,0,0,1,2,6,2,11,38.82,13.0,0.3328,0.1077,-7.0727,-0.0471,-7.0,252.55,3.09,2.0,1.0,1.5,1.0,25.78988947625,0.0,0.0,2.0,11,0,4,0.636,5.27,1.0,0,299.0,1
CUST-6E6E4E17,2024-02-20,True,Mid-Market,Monthly,Pro,Referral,Logistics,India,315,1,0,1,3,4,4,8,30.75,26.67,0.3649,0.3923,-0.5714,0.0163,16.0,238.12,2.75,6.0,2.0,2.1666666666666665,1.0,31.754287276064815,0.167,0.333,1.0,8,0,0,1.0,0.0,1.0,0,299.0,1
CUST-B9F9F304,2023-11-19,True,Mid-Market,Annual,Pro,Organic,Healthcare,France,408,1,1,1,0,3,2,11,36.27,14.33,0.4001,0.262,-4.8273,-0.0372,1.0,213.73,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,2,0.818,3.55,1.0,0,299.0,1
CUST-FF586805,2024-04-12,True,SMB,Monthly,Pro,Organic,Healthcare,Germany,263,0,0,1,0,3,3,7,48.71,40.67,0.4837,0.3503,-4.7143,-0.0706,-8.0,180.86,3.14,1.0,1.0,5.0,5.0,15.628611332777778,0.0,0.0,1.0,7,0,0,1.0,0.0,1.0,0,299.0,1
CUST-976A1159,2024-09-25,True,SMB,Monthly,Pro,Paid,Education,France,97,0,0,1,1,1,2,4,29.0,33.67,0.368,0.332,1.2,-0.0544,-4.0,191.5,3.25,1.0,1.0,1.0,1.0,30.061584267222223,0.0,0.0,0.0,4,2,0,0.5,23.0,0.5,1,299.0,1
CUST-068F599C,2024-06-05,True,Mid-Market,Annual,Pro,Organic,E-commerce,US,209,1,1,1,0,0,6,6,52.17,37.33,0.4935,0.3853,-8.3714,-0.0514,-16.0,189.5,3.0,1.0,1.0,5.0,5.0,23.7874947975,0.0,1.0,0.0,6,1,1,0.667,6.5,0.8333,0,299.0,1
CUST-BD79411E,2024-04-12,False,SMB,Monthly,Basic,Organic,E-commerce,UK,263,0,0,0,0,0,5,9,82.22,80.67,0.7566,0.7627,-0.3833,0.0083,-26.0,453.56,4.11,1.0,1.0,5.0,5.0,7.558714594722223,0.0,0.0,1.0,9,1,1,0.778,3.78,0.8889,1,99.0,0
CUST-ED73532B,2024-05-22,False,Mid-Market,Annual,Enterprise,Referral,SaaS,Canada,223,1,1,2,3,7,1,8,45.88,54.33,0.5312,0.5783,0.7262,-0.0144,65.0,272.88,2.25,2.0,1.0,3.0,2.0,19.93719968125,1.0,0.0,1.0,8,1,4,0.375,12.38,0.875,0,999.0,0
CUST-9DF2056B,2023-05-08,False,SMB,Annual,Pro,Partner,E-commerce,France,603,0,1,1,2,0,2,20,80.3,76.67,0.7682,0.7503,-0.4226,0.002,1.0,529.75,4.7,2.0,1.0,4.5,4.0,6.722083000555555,0.0,0.0,0.0,20,0,1,0.95,1.1,1.0,0,299.0,0
CUST-E7EB1485,2023-07-24,True,Enterprise,Annual,Enterprise,Referral,SaaS,Canada,526,2,1,2,3,7,1,17,33.59,30.0,0.4192,0.3913,0.2353,-0.0022,15.0,182.0,2.76,13.0,5.0,3.5384615384615383,2.0,50.16869133566237,0.077,0.462,3.0,17,1,1,0.882,2.76,0.9412,0,999.0,1
CUST-8C2D23C9,2024-02-06,False,Mid-Market,Monthly,Pro,Organic,E-commerce,Australia,329,1,0,1,0,0,0,11,33.82,15.67,0.3931,0.1193,-4.5273,-0.0607,-12.0,245.45,2.27,1.0,1.0,3.0,3.0,29.902635735833336,0.0,0.0,0.0,11,0,0,1.0,0.0,1.0,0,299.0,0
CUST-78022972,2024-02-09,False,SMB,Monthly,Basic,Partner,Healthcare,India,326,0,0,0,2,3,4,11,32.18,31.0,0.4142,0.3877,-0.5364,-0.0079,0.0,260.09,2.18,8.0,4.0,3.125,1.0,38.78250618690972,0.125,0.625,1.0,11,0,2,0.818,2.91,1.0,0,99.0,0
